category_name,subcategory_name,url
Бытовая техника,Запчасти для бытовой техники,//aliexpress.ru/category/202001510/home-appliance-parts.html
Обустройство дома,Лампы и освещение,//aliexpress.ru/category/202000016/lights-lighting.html
Обустройство дома,Бытовая техника,//aliexpress.ru/category/202000005/home-appliances.html
Обустройство дома,Сантехника,//aliexpress.ru/category/202002470/bathroom-fixtures.html
Обустройство дома,Кухонные приспособления,//aliexpress.ru/category/202059202/kitchen-fixtures.html
Обустройство дома,Оборудование,//aliexpress.ru/category/202000018/hardware.html
Обустройство дома,Электрооборудование и материалы,//aliexpress.ru/category/202000004/electrical-equipments-supplies.html
Обустройство дома,Строительные материалы,//aliexpress.ru/category/202005023/building-supplies.html
Обустройство дома,Товары для покраски и подготовки стен,//aliexpress.ru/category/202061131/painting-supplies-wall-treatments.html
Обустройство дома,Водопровод,//aliexpress.ru/category/202061183/plumbing.html
Обустройство дома,Интеллектуальная система для дома,//aliexpress.ru/category/202061608/family-intelligence-system.html
Тематическая одежда и униформа,Костюмы и аксессуары,//aliexpress.ru/category/202003694/costumes-accessories.html
Тематическая одежда и униформа,Экзотическая одежда,//aliexpress.ru/category/202003695/exotic-apparel.html
Тематическая одежда и униформа,Одежда для сцены и танцев,//aliexpress.ru/category/202001932/stage-dance-wear.html
Тематическая одежда и униформа,Традиционная и этническая одежда,//aliexpress.ru/category/202003591/traditional-cultural-wear.html
Тематическая одежда и униформа,Рабочая одежда и униформа,//aliexpress.ru/category/202003736/work-wear-uniforms.html
Шиньоны и парики,Плетения из человеч. волос,//aliexpress.ru/category/202062011/human-hair-weaves.html
Шиньоны и парики,Парики на кружеве,//aliexpress.ru/category/202005727/lace-wigs.html
Шиньоны и парики,Волосы для наращивания,//aliexpress.ru/category/202061504/hair-extensions.html
Шиньоны и парики,Сеть поставок в парикмахерские,//aliexpress.ru/category/202061586/salon-hair-supply-chain.html
Шиньоны и парики,Синтетические парики,//aliexpress.ru/category/202061556/synthetic-wigs.html
Шиньоны и парики,Пряди волос,//aliexpress.ru/category/202061561/hair-braids.html
Шиньоны и парики,Синтетические пряди,//aliexpress.ru/category/202061562/synthetic-extensions.html
Шиньоны и парики,Парики,//aliexpress.ru/category/202006016/hair-pieces.html
Шиньоны и парики,Инструменты и аксессуары,//aliexpress.ru/category/202004887/hair-salon-tools-accessories.html
Шиньоны и парики,Самодельные парики,//aliexpress.ru/category/201974044/diy-wigs.html
Инструменты,Инструменты для измерения и анализа,//aliexpress.ru/category/202000228/measurement-analysis-instruments.html
Инструменты,Электрические инструменты,//aliexpress.ru/category/202000183/power-tools.html
Инструменты,Ручные инструменты,//aliexpress.ru/category/202000721/hand-tools.html
Инструменты,Станки и комплектующие,//aliexpress.ru/category/202002612/machine-tools-accessories.html
Инструменты,Наборы инструментов,//aliexpress.ru/category/202002701/tool-sets.html
Инструменты,Сварочное оборудование,//aliexpress.ru/category/202000201/welding-equipment.html
Инструменты,Принадлежности для сварки и пайки,//aliexpress.ru/category/202000190/welding-soldering-supplies.html
Инструменты,Деревообрабатывающее оборудование и детали,//aliexpress.ru/category/202000194/woodworking-machinery-parts.html
Инструменты,Детали инструментов,//aliexpress.ru/category/202000720/tool-parts.html
Инструменты,Садовые инструменты,//aliexpress.ru/category/202000416/garden-tools.html
Инструменты,Аксессуары для ручных и электроинструментов,//aliexpress.ru/category/202061921/hand-power-tool-accessories.html
Инструменты,Абразивные инструменты,//aliexpress.ru/category/202000360/abrasive-tools.html
Инструменты,Органайзеры для инструментов,//aliexpress.ru/category/202002707/tool-organizers.html
Инструменты,Строительные инструменты,//aliexpress.ru/category/202000723/construction-tools.html
Инструменты,Пистолет для заклепок,//aliexpress.ru/category/202060752/riveter-guns.html
Инструменты,Инструменты и аксессуары для подъемника,//aliexpress.ru/category/202061891/lifting-tools-accessories.html
Инструменты,Абразивы,//aliexpress.ru/category/202000191/abrasives.html
Безопасность и защита,Видеонаблюдение,//aliexpress.ru/category/202000321/video-surveillance.html
Безопасность и защита,Аварийный сигнал,//aliexpress.ru/category/202059382/security-alarm.html
Безопасность и защита,Контроль доступа,//aliexpress.ru/category/202000326/access-control.html
Безопасность и защита,Принадлежности для безопасности на рабочем месте,//aliexpress.ru/category/202000317/workplace-safety-supplies.html
Безопасность и защита,Дверной домофон,//aliexpress.ru/category/202059369/door-intercom.html
Безопасность и защита,Принадлежности для самообороны,//aliexpress.ru/category/202000324/self-defense-supplies.html
Безопасность и защита,Система смарт-карт,//aliexpress.ru/category/202059374/smart-card-system.html
Безопасность и защита,Автоматизация зданий,//aliexpress.ru/category/202059377/building-automation.html
Безопасность и защита,Противопожарная защита,//aliexpress.ru/category/202000319/fire-protection.html
Безопасность и защита,Аварийные наборы,//aliexpress.ru/category/202005035/emergency-kits.html
Безопасность и защита,Защита дорожного полотна,//aliexpress.ru/category/202060634/roadway-safety.html
Безопасность и защита,Сейфы,//aliexpress.ru/category/202000322/safes.html
Безопасность и защита,Громоотвод,//aliexpress.ru/category/202001015/lightning-protection.html
Безопасность и защита,Коробки передач и кабели,//aliexpress.ru/category/202060644/transmission-cables.html
Безопасность и защита,Устройство проверки безопасности,//aliexpress.ru/category/205714023/security-inspection-device.html
Безопасность и защита,IoT-устройства,//aliexpress.ru/category/205658028/iot-devices.html
Безопасность и защита,Общественное вещание,//aliexpress.ru/category/205672020/public-broadcasting.html
Аксессуары для одежды,Женские очки,//aliexpress.ru/category/202003424/women-glasses.html
Аксессуары для одежды,Женские шапки,//aliexpress.ru/category/202003439/women-hats.html
Аксессуары для одежды,Женские шарфы,//aliexpress.ru/category/202003426/women-scarves.html
Аксессуары для одежды,Женские аксессуары для волос,//aliexpress.ru/category/202004146/women-hair-accessories.html
Аксессуары для одежды,Женские перчатки,//aliexpress.ru/category/202003423/women-gloves.html
Аксессуары для одежды,Женские ремни,//aliexpress.ru/category/202005122/women-belts.html
Аксессуары для одежды,Женские аксессуары,//aliexpress.ru/category/202003420/women-accessories.html
Аксессуары для одежды,Мужские очки,//aliexpress.ru/category/202003375/men-glasses.html
Аксессуары для одежды,Мужские шапки,//aliexpress.ru/category/202003377/men-hats.html
Аксессуары для одежды,Мужские шарфы,//aliexpress.ru/category/202003373/men-scarves.html
Аксессуары для одежды,Мужские ремни,//aliexpress.ru/category/202003367/men-belts.html
Аксессуары для одежды,Мужские перчатки,//aliexpress.ru/category/202003371/men-gloves.html
Аксессуары для одежды,Мужские галстуки и носовые платки,//aliexpress.ru/category/202003368/men-ties-handkerchiefs.html
Аксессуары для одежды,Мужские аксессуары,//aliexpress.ru/category/202003366/men-accessories.html
Аксессуары для одежды,Аксессуары для девочек,//aliexpress.ru/category/205776307/girl-accessories.html
Аксессуары для одежды,Аксессуары для мальчиков,//aliexpress.ru/category/205780014/boy-accessories.html
Аксессуары для одежды,Ткани и аксессуары,//aliexpress.ru/category/205834806/garment-fabrics-accessories.html
нижнее белье и пижамы,женские трусики,//aliexpress.ru/category/205780017/women-panties.html
Цифровые товары,Подарочные карты,//aliexpress.ru/category/205967301/cart-atilde-o-de-presente.html
Цифровые товары,Подписки и цифровые коды,//aliexpress.ru/category/205965902/prepaid-digital-code.html
Цифровые товары,Купоны,//aliexpress.ru/category/205963102/coupons.html
Цифровые товары,Билеты,//aliexpress.ru/category/205966701/tickets.html
Цифровые товары,Игры и ПО,//aliexpress.ru/category/205962902/software-games.html
